	Province/State	Country/Region	Confirmed	Deaths	Recovered	recorded_date
63435	Alabama	US	12	0	0	Apr-10
63436	Arkansas	US	69	4	0	Apr-10
63437	Ohio	US	36	1	0	Apr-10
63438	Arkansas	US	8	0	0	Apr-10
63439	North Carolina	US	32	0	0	Apr-10
63440	Oklahoma	US	236	14	0	Apr-10
63441	Georgia	US	3	0	0	Apr-10
63442	Illinois	US	32	0	0	Apr-10
63443	Indiana	US	11	1	0	Apr-10
63444	Iowa	US	24	0	0	Apr-10
63445	Kentucky	US	1	0	0	Apr-10
63446	Michigan	US	90	3	0	Apr-10
63447	Missouri	US	10	0	0	Apr-10
63448	New York	US	43	0	0	Apr-10
63449	Ohio	US	15	1	0	Apr-10
63450	Pennsylvania	US	6	0	0	Apr-10
63451	Kansas	US	3	0	0	Apr-10
63452	Mississippi	US	37	1	0	Apr-10
63453	Georgia	US	662	33	0	Apr-10
63454	Arizona	US	11	0	0	Apr-10
63455	Tennessee	US	3	0	0	Apr-10
63456	Arizona	US	214	15	0	Apr-10
63457	South Dakota	US	12	0	0	Apr-10
63458	Alabama	US	14	0	0	Apr-10
63459	Georgia	US	53	2	0	Apr-10
63460	Tennessee	US	10	0	0	Apr-10
63461	Kansas	US	36	1	0	Apr-10
63462	Alabama	US	8	1	0	Apr-10
63463	Missouri	US	35	1	0	Apr-10
63464	Illinois	US	2	0	0	Apr-10
63465	Nebraska	US	3	0	0	Apr-10
63466	New Mexico	US	1	0	0	Apr-10
63467	South Carolina	US	15	0	0	Apr-10
63468	Florida	US	318	3	0	Apr-10
63469	Texas	US	406	6	0	Apr-10
63470	Virginia	US	4	0	0	Apr-10
63471	Texas	US	6	0	0	Apr-10
63472	Georgia	US	80	5	0	Apr-10
63473	Arkansas	US	3	0	0	Apr-10
63474	Florida	US	23	0	0	Apr-10
63475	Georgia	US	59	0	0	Apr-10
63476	New York	US	84	5	0	Apr-10
63477	Oregon	US	10	0	0	Apr-10
63478	Pennsylvania	US	81	2	0	Apr-10
63479	Washington	US	1	0	0	Apr-10
63480	Wisconsin	US	24	1	0	Apr-10
63481	Ohio	US	92	6	0	Apr-10
63482	North Carolina	US	20	1	0	Apr-10
63483	California	US	3	0	0	Apr-10
63484	Texas	US	34	4	0	Apr-10
63485	Oklahoma	US	47	0	0	Apr-10
63486	Texas	US	3	0	0	Apr-10
63487	Texas	US	1	0	0	Apr-10
63488	Louisiana	US	16	1	0	Apr-10
63489	Alabama	US	3	0	0	Apr-10
63490	California	US	511	9	0	Apr-10
63491	Wyoming	US	4	0	0	Apr-10
63492	Arkansas	US	4	1	0	Apr-10
63493	Georgia	US	6	0	0	Apr-10
63494	Illinois	US	12472	399	0	Apr-10
63495	Texas	US	1	0	0	Apr-10
63496	Missouri	US	3	0	0	Apr-10
63497	New Hampshire	US	1	0	0	Apr-10
63498	Alabama	US	10	0	0	Apr-10
63499	Mississippi	US	30	0	0	Apr-10
63500	South Dakota	US	1	0	0	Apr-10
63501	New York	US	17	0	0	Apr-10
63502	Texas	US	18	0	0	Apr-10
63503	Ohio	US	15	0	0	Apr-10
63504	Colorado	US	3	0	0	Apr-10
63505	Oklahoma	US	4	0	0	Apr-10
63506	Minnesota	US	5	0	0	Apr-10
63507	Alabama	US	10	0	0	Apr-10
63508	Mississippi	US	8	0	0	Apr-10
63509	Virginia	US	1	0	0	Apr-10
63510	Georgia	US	90	2	0	Apr-10
63511	Kansas	US	1	0	0	Apr-10
63512	Washington	US	23	0	0	Apr-10
63513	Oklahoma	US	6	0	0	Apr-10
63514	Virginia	US	2	0	0	Apr-10
63515	Arkansas	US	29	0	0	Apr-10
63516	Texas	US	2	0	0	Apr-10
63517	North Carolina	US	23	1	0	Apr-10
63518	Arkansas	US	3	0	0	Apr-10
63519	Georgia	US	3	0	0	Apr-10
63520	Illinois	US	4	0	0	Apr-10
63521	Indiana	US	12	0	0	Apr-10
63522	Iowa	US	6	0	0	Apr-10
63523	Kansas	US	6	1	0	Apr-10
63524	Michigan	US	5	1	0	Apr-10
63525	Missouri	US	4	0	0	Apr-10
63526	Ohio	US	13	0	0	Apr-10
63527	Pennsylvania	US	13	0	0	Apr-10
63528	Wisconsin	US	3	0	0	Apr-10
63529	Oklahoma	US	53	3	0	Apr-10
63530	Alabama	US	2	0	0	Apr-10
63531	Georgia	US	61	0	0	Apr-10
63532	Arkansas	US	86	2	0	Apr-10
63533	Kentucky	US	3	0	0	Apr-10
63534	Tennessee	US	0	0	0	Apr-10
63535	Oregon	US	1	0	0	Apr-10
63536	Wyoming	US	3	0	0	Apr-10
63537	Texas	US	1	0	0	Apr-10
63538	Arkansas	US	6	0	0	Apr-10
63539	Minnesota	US	13	0	0	Apr-10
63540	Colorado	US	1	1	0	Apr-10
63541	Alabama	US	30	1	0	Apr-10
63542	Virginia	US	14	0	0	Apr-10
63543	Illinois	US	2	0	0	Apr-10
63544	Kentucky	US	1	0	0	Apr-10
63545	Maine	US	276	11	0	Apr-10
63546	New Jersey	US	138	3	0	Apr-10
63547	North Carolina	US	75	1	0	Apr-10
63548	Pennsylvania	US	96	2	0	Apr-10
63549	Tennessee	US	39	0	0	Apr-10
63550	Virginia	US	8	0	0	Apr-10
63551	Nebraska	US	2	0	0	Apr-10
63552	North Carolina	US	3	0	0	Apr-10
63553	New Mexico	US	9	0	0	Apr-10
63554	Oregon	US	3	0	0	Apr-10
63555	Colorado	US	2	0	0	Apr-10
63556	Idaho	US	2	0	0	Apr-10
63557	Nebraska	US	3	0	0	Apr-10
63558	Oklahoma	US	5	0	0	Apr-10
63559	Ohio	US	1052	23	0	Apr-10
63560	Georgia	US	2	1	0	Apr-10
63561	Minnesota	US	85	4	0	Apr-10
63562	Alabama	US	6	0	0	Apr-10
63563	Texas	US	1	0	0	Apr-10
63564	Alabama	US	11	0	0	Apr-10
63565	Arkansas	US	1	0	0	Apr-10
63566	Iowa	US	36	0	0	Apr-10
63567	Missouri	US	2	0	0	Apr-10
63568	Texas	US	1537	25	0	Apr-10
63569	Wisconsin	US	313	12	0	Apr-10
63570	Virginia	US	20	0	0	Apr-10
63571	North Carolina	US	13	1	0	Apr-10
63572	Ohio	US	40	7	0	Apr-10
63573	South Carolina	US	33	0	0	Apr-10
63574	Pennsylvania	US	199	2	0	Apr-10
63575	North Carolina	US	81	2	0	Apr-10
63576	Tennessee	US	1048	13	0	Apr-10
63577	North Carolina	US	21	2	0	Apr-10
63578	Indiana	US	9	1	0	Apr-10
63579	Kentucky	US	79	2	0	Apr-10
63580	Utah	US	180	2	0	Apr-10
63581	South Dakota	US	3	0	0	Apr-10
63582	Georgia	US	24	1	0	Apr-10
63583	Nebraska	US	3	0	0	Apr-10
63584	Texas	US	7	1	0	Apr-10
63585	Louisiana	US	107	7	0	Apr-10
63586	Illinois	US	1	0	0	Apr-10
63587	Alabama	US	17	0	0	Apr-10
63588	Georgia	US	795	13	0	Apr-10
63589	Illinois	US	32	1	0	Apr-10
63590	Indiana	US	5	0	0	Apr-10
63591	Missouri	US	3	0	0	Apr-10
63592	Tennessee	US	8	0	0	Apr-10
63593	Florida	US	20	3	0	Apr-10
63594	Mississippi	US	158	1	0	Apr-10
63595	Texas	US	8	0	0	Apr-10
63596	Texas	US	7	0	0	Apr-10
63597	Indiana	US	59	3	0	Apr-10
63598	Georgia	US	26	0	0	Apr-10
63599	Indiana	US	118	8	0	Apr-10
63600	Tennessee	US	1	0	0	Apr-10
63601	Montana	US	3	0	0	Apr-10
63602	Ohio	US	11	0	0	Apr-10
63603	California	US	2	0	0	Apr-10
63604	Indiana	US	56	1	0	Apr-10
63605	Iowa	US	1	0	0	Apr-10
63606	New York	US	39	2	0	Apr-10
63607	Ohio	US	88	2	0	Apr-10
63608	Oklahoma	US	23	0	0	Apr-10
63609	Pennsylvania	US	1377	30	0	Apr-10
63610	Colorado	US	6	1	0	Apr-10
63611	Michigan	US	9	1	0	Apr-10
63612	Texas	US	1	0	0	Apr-10
63613	Texas	US	426	9	0	Apr-10
63614	Colorado	US	1031	33	0	Apr-10
63615	Iowa	US	3	0	0	Apr-10
63616	Oregon	US	50	0	0	Apr-10
63617	Arkansas	US	6	0	0	Apr-10
63618	South Dakota	US	1	0	0	Apr-10
63619	Oklahoma	US	1	0	0	Apr-10
63620	Texas	US	1	0	0	Apr-10
63621	Virginia	US	0	0	0	Apr-10
63622	Iowa	US	1	0	0	Apr-10
63623	Michigan	US	3	1	0	Apr-10
63624	Tennessee	US	29	0	0	Apr-10
63625	South Carolina	US	5	0	0	Apr-10
63626	Virginia	US	3	0	0	Apr-10
63627	District of Columbia	US	1660	38	0	Apr-10
63628	North Dakota	US	1	0	0	Apr-10
63629	Florida	US	1	0	0	Apr-10
63630	Georgia	US	9	0	0	Apr-10
63631	Minnesota	US	14	0	0	Apr-10
63632	Nebraska	US	7	0	0	Apr-10
63633	Wisconsin	US	18	0	0	Apr-10
63634	New Mexico	US	44	0	0	Apr-10
63635	Kansas	US	1	0	0	Apr-10
63636	Texas	US	21	0	0	Apr-10
63637	Georgia	US	35	1	0	Apr-10
63638	Wisconsin	US	8	0	0	Apr-10
63639	Maryland	US	7	0	0	Apr-10
63640	South Carolina	US	65	0	0	Apr-10
63641	Georgia	US	1062	67	0	Apr-10
63642	Colorado	US	270	8	0	Apr-10
63643	Georgia	US	142	5	0	Apr-10
63644	Illinois	US	11	0	0	Apr-10
63645	Kansas	US	38	0	0	Apr-10
63646	Minnesota	US	1	0	0	Apr-10
63647	Nebraska	US	214	5	0	Apr-10
63648	Nevada	US	9	0	0	Apr-10
63649	Oregon	US	12	0	0	Apr-10
63650	Washington	US	13	0	0	Apr-10
63651	Wisconsin	US	7	0	0	Apr-10
63652	Arkansas	US	5	0	0	Apr-10
63653	Illinois	US	1008	41	0	Apr-10
63654	Indiana	US	10	0	0	Apr-10
63655	Iowa	US	32	1	0	Apr-10
63656	Utah	US	3	0	0	Apr-10
63657	Massachusetts	US	21	1	0	Apr-10
63658	Missouri	US	12	0	0	Apr-10
63659	North Dakota	US	2	0	0	Apr-10
63660	Wisconsin	US	8	0	0	Apr-10
63661	North Carolina	US	12	0	0	Apr-10
63662	North Carolina	US	259	1	0	Apr-10
63663	New York	US	1598	10	0	Apr-10
63664	Florida	US	609	11	0	Apr-10
63665	Tennessee	US	15	0	0	Apr-10
63666	Colorado	US	394	5	0	Apr-10
63667	Georgia	US	105	5	0	Apr-10
63668	Louisiana	US	1088	39	0	Apr-10
63669	Louisiana	US	1	0	0	Apr-10
63670	Louisiana	US	65	2	0	Apr-10
63671	Texas	US	3	0	0	Apr-10
63672	Michigan	US	69	4	0	Apr-10
63673	Wisconsin	US	21	0	0	Apr-10
63674	Georgia	US	2	0	0	Apr-10
63675	Texas	US	39	1	0	Apr-10
63676	New Mexico	US	6	1	0	Apr-10
63677	North Dakota	US	1	0	0	Apr-10
63678	North Carolina	US	18	1	0	Apr-10
63679	South Carolina	US	10	0	0	Apr-10
63680	Kentucky	US	5	0	0	Apr-10
63681	Georgia	US	19	1	0	Apr-10
63682	Illinois	US	3	1	0	Apr-10
63683	California	US	30	0	0	Apr-10
63684	Colorado	US	534	30	0	Apr-10
63685	Texas	US	225	1	0	Apr-10
63686	Colorado	US	10	1	0	Apr-10
63687	Georgia	US	3	0	0	Apr-10
63688	Pennsylvania	US	2	0	0	Apr-10
63689	Indiana	US	61	3	0	Apr-10
63690	Nevada	US	11	1	0	Apr-10
63691	Kansas	US	1	0	0	Apr-10
63692	Texas	US	58	2	0	Apr-10
63693	Alabama	US	29	0	0	Apr-10
63694	Idaho	US	16	0	0	Apr-10
63695	Georgia	US	7	0	0	Apr-10
63696	Utah	US	2	0	0	Apr-10
63697	Michigan	US	17	2	0	Apr-10
63698	North Dakota	US	1	1	0	Apr-10
63699	Virginia	US	5	0	0	Apr-10
63700	Texas	US	13	1	0	Apr-10
63701	New York	US	1498	53	0	Apr-10
63702	Ohio	US	10	1	0	Apr-10
63703	Pennsylvania	US	36	0	0	Apr-10
63704	Alabama	US	5	0	0	Apr-10
63705	Florida	US	197	3	0	Apr-10
63706	Massachusetts	US	2670	50	0	Apr-10
63707	New Jersey	US	6580	352	0	Apr-10
63708	New York	US	10	0	0	Apr-10
63709	Vermont	US	1	0	0	Apr-10
63710	Virginia	US	0	0	0	Apr-10
63711	Alabama	US	63	5	0	Apr-10
63712	Louisiana	US	35	0	0	Apr-10
63713	Alaska	US	76	1	0	Apr-10
63714	Virginia	US	777	19	0	Apr-10
63715	Virginia	US	1	0	0	Apr-10
63716	Connecticut	US	5180	203	0	Apr-10
63717	Ohio	US	73	0	0	Apr-10
63718	South Carolina	US	18	0	0	Apr-10
63719	South Dakota	US	1	0	0	Apr-10
63720	Texas	US	1	0	0	Apr-10
63721	Virginia	US	0	0	0	Apr-10
63722	Georgia	US	9	0	0	Apr-10
63723	Texas	US	5	0	0	Apr-10
63724	Minnesota	US	4	0	0	Apr-10
63725	South Dakota	US	1	0	0	Apr-10
63726	Arkansas	US	56	1	0	Apr-10
63727	Virginia	US	23	0	0	Apr-10
63728	Alabama	US	2	0	0	Apr-10
63729	Georgia	US	92	4	0	Apr-10
63730	Illinois	US	7	0	0	Apr-10
63731	Indiana	US	19	3	0	Apr-10
63732	Iowa	US	4	0	0	Apr-10
63733	Kentucky	US	148	8	0	Apr-10
63734	Ohio	US	5	0	0	Apr-10
63735	Pennsylvania	US	49	1	0	Apr-10
63736	Tennessee	US	28	0	0	Apr-10
63737	Texas	US	9	0	0	Apr-10
63738	West Virginia	US	3	0	0	Apr-10
63739	Tennessee	US	2	0	0	Apr-10
63740	Washington	US	1	0	0	Apr-10
63741	Minnesota	US	10	0	0	Apr-10
63742	Kansas	US	12	0	0	Apr-10
63743	Florida	US	44	1	0	Apr-10
63744	Montana	US	34	0	0	Apr-10
63745	South Carolina	US	64	6	0	Apr-10
63746	Wisconsin	US	2	0	0	Apr-10
63747	Georgia	US	99	5	0	Apr-10
63748	Indiana	US	93	3	0	Apr-10
63749	Texas	US	1	0	0	Apr-10
63750	Virginia	US	0	0	0	Apr-10
63751	Virginia	US	15	0	0	Apr-10
63752	Wisconsin	US	52	2	0	Apr-10
63753	Illinois	US	4	1	0	Apr-10
63754	Kansas	US	2	0	0	Apr-10
63755	Pennsylvania	US	5	0	0	Apr-10
63756	Mississippi	US	76	2	0	Apr-10
63757	Georgia	US	113	2	0	Apr-10
63758	North Carolina	US	111	3	0	Apr-10
63759	Texas	US	485	10	0	Apr-10
63760	North Dakota	US	1	0	0	Apr-10
63761	Indiana	US	3	1	0	Apr-10
63762	Alabama	US	8	0	0	Apr-10
63763	Arkansas	US	1	0	0	Apr-10
63764	Florida	US	2	0	0	Apr-10
63765	Georgia	US	3	0	0	Apr-10
63766	Illinois	US	3	0	0	Apr-10
63767	Indiana	US	66	7	0	Apr-10
63768	Iowa	US	1	0	0	Apr-10
63769	Kansas	US	10	0	0	Apr-10
63770	Kentucky	US	10	0	0	Apr-10
63771	Louisiana	US	40	1	0	Apr-10
63772	Maine	US	7	0	0	Apr-10
63773	Massachusetts	US	135	21	0	Apr-10
63774	Mississippi	US	9	0	0	Apr-10
63775	Missouri	US	68	3	0	Apr-10
63776	New York	US	11	0	0	Apr-10
63777	North Carolina	US	33	1	0	Apr-10
63778	Ohio	US	850	14	0	Apr-10
63779	Pennsylvania	US	57	0	0	Apr-10
63780	Tennessee	US	17	1	0	Apr-10
63781	Texas	US	1	0	0	Apr-10
63782	Vermont	US	35	3	0	Apr-10
63783	Virginia	US	13	0	0	Apr-10
63784	Washington	US	97	2	0	Apr-10
63785	Virginia	US	6	0	0	Apr-10
63786	Maryland	US	289	9	0	Apr-10
63787	Virginia	US	62	0	0	Apr-10
63788	Virginia	US	10	0	0	Apr-10
63789	Minnesota	US	21	0	0	Apr-10
63790	Colorado	US	5	0	0	Apr-10
63791	Idaho	US	2	0	0	Apr-10
63792	Wyoming	US	38	0	0	Apr-10
63793	California	US	173	3	0	Apr-10
63794	Texas	US	1	0	0	Apr-10
63795	Georgia	US	1364	48	0	Apr-10
63796	Illinois	US	2	0	0	Apr-10
63797	Indiana	US	3	0	0	Apr-10
63798	New York	US	18	0	0	Apr-10
63799	Ohio	US	5	0	0	Apr-10
63800	Pennsylvania	US	1	0	0	Apr-10
63801	Florida	US	14	0	0	Apr-10
63802	Nebraska	US	24	1	0	Apr-10
63803	Texas	US	1	0	0	Apr-10
63804	Virginia	US	1	0	0	Apr-10
63805	Illinois	US	1	0	0	Apr-10
63806	Montana	US	134	0	0	Apr-10
63807	Ohio	US	4	1	0	Apr-10
63808	Texas	US	308	7	0	Apr-10
63809	Colorado	US	50	1	0	Apr-10
63810	Oklahoma	US	5	1	0	Apr-10
63811	Utah	US	1	0	0	Apr-10
63812	Arkansas	US	66	0	0	Apr-10
63813	Maryland	US	4	0	0	Apr-10
63814	Oklahoma	US	11	0	0	Apr-10
63815	Missouri	US	2	0	0	Apr-10
63816	North Carolina	US	73	3	0	Apr-10
63817	North Carolina	US	4	0	0	Apr-10
63818	Kansas	US	5	0	0	Apr-10
63819	Ohio	US	49	1	0	Apr-10
63820	Idaho	US	8	0	0	Apr-10
63821	Michigan	US	828	57	0	Apr-10
63822	New York	US	65	1	0	Apr-10
63823	Missouri	US	1	0	0	Apr-10
63824	Mississippi	US	7	0	0	Apr-10
63825	South Carolina	US	28	1	0	Apr-10
63826	Indiana	US	4	0	0	Apr-10
63827	Tennessee	US	18	0	0	Apr-10
63828	Arizona	US	3	0	0	Apr-10
63829	Florida	US	4	0	0	Apr-10
63830	Tennessee	US	3	0	0	Apr-10
63831	Virginia	US	2	0	0	Apr-10
63832	Texas	US	1	0	0	Apr-10
63833	Georgia	US	4	0	0	Apr-10
63834	Colorado	US	1	0	0	Apr-10
63835	Montana	US	3	0	0	Apr-10
63836	Florida	US	4	1	0	Apr-10
63837	Michigan	US	4	0	0	Apr-10
63838	California	US	3	0	0	Apr-10
63839	New Jersey	US	447	8	0	Apr-10
63840	Virginia	US	18	0	0	Apr-10
63841	Georgia	US	32	0	0	Apr-10
63842	Michigan	US	4	1	0	Apr-10
63843	Texas	US	4	0	0	Apr-10
63844	Texas	US	2	0	0	Apr-10
63845	Virginia	US	26	0	0	Apr-10
63846	Minnesota	US	14	0	0	Apr-10
63847	Idaho	US	5	0	0	Apr-10
63848	Georgia	US	28	3	0	Apr-10
63849	Wyoming	US	3	0	0	Apr-10
63850	Nebraska	US	1	0	0	Apr-10
63851	Kansas	US	1	0	0	Apr-10
63852	Georgia	US	15	0	0	Apr-10
63853	Oklahoma	US	11	0	0	Apr-10
63854	New Hampshire	US	43	0	0	Apr-10
63855	Arizona	US	2	0	0	Apr-10
63856	Tennessee	US	4	0	0	Apr-10
63857	Colorado	US	4	0	0	Apr-10
63858	Utah	US	1	0	0	Apr-10
63859	North Dakota	US	11	0	0	Apr-10
63860	Vermont	US	3	0	0	Apr-10
63861	Michigan	US	16	3	0	Apr-10
63862	Arkansas	US	7	0	0	Apr-10
63863	Indiana	US	32	2	0	Apr-10
63864	Kentucky	US	3	1	0	Apr-10
63865	Louisiana	US	11	0	0	Apr-10
63866	New Mexico	US	7	0	0	Apr-10
63867	North Dakota	US	1	0	0	Apr-10
63868	Oklahoma	US	1	0	0	Apr-10
63869	Oregon	US	1	0	0	Apr-10
63870	Washington	US	101	2	0	Apr-10
63871	Wisconsin	US	4	1	0	Apr-10
63872	North Carolina	US	87	0	0	Apr-10
63873	Michigan	US	6	0	0	Apr-10
63874	Kentucky	US	5	0	0	Apr-10
63875	Texas	US	12	0	0	Apr-10
63876	Washington	US	8	0	0	Apr-10
63877	Kentucky	US	2	0	0	Apr-10
63878	Texas	US	17	0	0	Apr-10
63879	Virginia	US	0	0	0	Apr-10
63880	Kentucky	US	1	0	0	Apr-10
63881	Wisconsin	US	9	0	0	Apr-10
63882	West Virginia	US	3	0	0	Apr-10
63883	Alabama	US	13	0	0	Apr-10
63884	Arkansas	US	6	0	0	Apr-10
63885	Georgia	US	25	1	0	Apr-10
63886	Illinois	US	2	0	0	Apr-10
63887	Indiana	US	14	1	0	Apr-10
63888	Iowa	US	1	0	0	Apr-10
63889	Mississippi	US	1	0	0	Apr-10
63890	Missouri	US	76	8	0	Apr-10
63891	New York	US	34	0	0	Apr-10
63892	North Carolina	US	10	0	0	Apr-10
63893	Ohio	US	22	1	0	Apr-10
63894	Pennsylvania	US	21	0	0	Apr-10
63895	Tennessee	US	25	1	0	Apr-10
63896	Virginia	US	4	0	0	Apr-10
63897	Arizona	US	1	0	0	Apr-10
63898	Virginia	US	7	0	0	Apr-10
63899	Kentucky	US	2	0	0	Apr-10
63900	South Carolina	US	308	6	0	Apr-10
63901	Kansas	US	1	0	0	Apr-10
63902	South Carolina	US	16	0	0	Apr-10
63903	Oklahoma	US	46	4	0	Apr-10
63904	Texas	US	37	0	0	Apr-10
63905	Mississippi	US	10	0	0	Apr-10
63906	Texas	US	6	0	0	Apr-10
63907	Illinois	US	15	0	0	Apr-10
63908	Iowa	US	1	0	0	Apr-10
63909	Tennessee	US	19	0	0	Apr-10
63910	Texas	US	47	0	0	Apr-10
63911	Ohio	US	5	0	0	Apr-10
63912	North Carolina	US	127	9	0	Apr-10
63913	Florida	US	1	0	0	Apr-10
63914	Colorado	US	99	1	0	Apr-10
63915	Iowa	US	1	0	0	Apr-10
63916	Georgia	US	646	17	0	Apr-10
63917	Georgia	US	13	0	0	Apr-10
63918	Alabama	US	7	0	0	Apr-10
63919	Texas	US	9	1	0	Apr-10
63920	North Carolina	US	20	0	0	Apr-10
63921	Virginia	US	5	0	0	Apr-10
63922	Georgia	US	250	0	0	Apr-10
63923	Nebraska	US	116	2	0	Apr-10
63924	Tennessee	US	4	1	0	Apr-10
63925	Florida	US	2	0	0	Apr-10
63926	Indiana	US	431	19	0	Apr-10
63927	Iowa	US	2	0	0	Apr-10
63928	Nebraska	US	9	0	0	Apr-10
63929	New York	US	3	0	0	Apr-10
63930	Ohio	US	504	14	0	Apr-10
63931	Tennessee	US	102	10	0	Apr-10
63932	Texas	US	2	0	0	Apr-10
63933	South Dakota	US	1	0	0	Apr-10
63934	Massachusetts	US	1394	62	0	Apr-10
63935	Massachusetts	US	194	3	0	Apr-10
63936	West Virginia	US	3	0	0	Apr-10
63937	South Carolina	US	6	0	0	Apr-10
63938	Virginia	US	62	1	0	Apr-10
63939	Georgia	US	1	0	0	Apr-10
63940	Illinois	US	1	0	0	Apr-10
63941	Indiana	US	109	4	0	Apr-10
63942	Iowa	US	3	0	0	Apr-10
63943	Kentucky	US	2	0	0	Apr-10
63944	Maine	US	4	0	0	Apr-10
63945	Mississippi	US	37	5	0	Apr-10
63946	Ohio	US	17	0	0	Apr-10
63947	Tennessee	US	0	0	0	Apr-10
63948	West Virginia	US	7	0	0	Apr-10
63949	Virginia	US	31	0	0	Apr-10
63950	Texas	US	1	0	0	Apr-10
63951	Georgia	US	15	0	0	Apr-10
63952	Florida	US	3	0	0	Apr-10
63953	Tennessee	US	7	0	0	Apr-10
63954	Iowa	US	1	0	0	Apr-10
63955	Kentucky	US	9	0	0	Apr-10
63956	Ohio	US	4	0	0	Apr-10
63957	Tennessee	US	2	0	0	Apr-10
63958	Texas	US	41	1	0	Apr-10
63959	West Virginia	US	2	0	0	Apr-10
63960	Maryland	US	110	0	0	Apr-10
63961	North Carolina	US	35	2	0	Apr-10
63962	Georgia	US	17	1	0	Apr-10
63963	Texas	US	3261	40	0	Apr-10
63964	Indiana	US	50	1	0	Apr-10
63965	Iowa	US	12	0	0	Apr-10
63966	Kentucky	US	14	0	0	Apr-10
63967	Mississippi	US	99	4	0	Apr-10
63968	Missouri	US	6	0	0	Apr-10
63969	Texas	US	12	1	0	Apr-10
63970	West Virginia	US	28	1	0	Apr-10
63971	Virginia	US	57	0	0	Apr-10
63972	Georgia	US	3	0	0	Apr-10
63973	Kentucky	US	1	0	0	Apr-10
63974	Connecticut	US	1615	88	0	Apr-10
63975	Kansas	US	4	0	0	Apr-10
63976	Hawaii	US	28	0	0	Apr-10
63977	Tennessee	US	22	1	0	Apr-10
63978	Texas	US	79	0	0	Apr-10
63979	North Carolina	US	3	0	0	Apr-10
63980	Tennessee	US	13	1	0	Apr-10
63981	Georgia	US	3	1	0	Apr-10
63982	Texas	US	1	0	0	Apr-10
63983	Arkansas	US	3	1	0	Apr-10
63984	Kentucky	US	23	0	0	Apr-10
63985	North Carolina	US	58	4	0	Apr-10
63986	Tennessee	US	2	0	0	Apr-10
63987	Texas	US	8	0	0	Apr-10
63988	Indiana	US	287	8	0	Apr-10
63989	Florida	US	14	0	0	Apr-10
63990	Minnesota	US	415	27	0	Apr-10
63991	Virginia	US	342	2	0	Apr-10
63992	Alabama	US	10	0	0	Apr-10
63993	Georgia	US	242	3	0	Apr-10
63994	Illinois	US	21	0	0	Apr-10
63995	Indiana	US	20	0	0	Apr-10
63996	Iowa	US	17	1	0	Apr-10
63997	Kentucky	US	3	0	0	Apr-10
63998	Missouri	US	2	1	0	Apr-10
63999	Ohio	US	1	0	0	Apr-10
64000	Tennessee	US	6	0	0	Apr-10
64001	Virginia	US	5	0	0	Apr-10
64002	New York	US	36	3	0	Apr-10
64003	Florida	US	62	2	0	Apr-10
64004	North Carolina	US	5	1	0	Apr-10
64005	Tennessee	US	2	0	0	Apr-10
64006	Texas	US	146	1	0	Apr-10
64007	Ohio	US	6	0	0	Apr-10
64008	Virginia	US	0	0	0	Apr-10
64009	Florida	US	47	4	0	Apr-10
64010	Montana	US	1	0	0	Apr-10
64011	Texas	US	8	0	0	Apr-10
64012	Florida	US	671	9	0	Apr-10
64013	New Hampshire	US	303	2	0	Apr-10
64014	Michigan	US	70	6	0	Apr-10
64015	Mississippi	US	219	2	0	Apr-10
64016	Colorado	US	1	0	0	Apr-10
64017	Texas	US	12	1	0	Apr-10
64018	North Carolina	US	16	0	0	Apr-10
64019	Florida	US	2	0	0	Apr-10
64020	Mississippi	US	39	3	0	Apr-10
64021	Ohio	US	3	0	0	Apr-10
64022	Hawaii	US	334	4	0	Apr-10
64023	Texas	US	12	1	0	Apr-10
64024	Oregon	US	3	0	0	Apr-10
64025	Virginia	US	14	0	0	Apr-10
64026	Kentucky	US	57	4	0	Apr-10
64027	Texas	US	4	0	0	Apr-10
64028	South Carolina	US	124	7	0	Apr-10
64029	Arkansas	US	8	0	0	Apr-10
64030	Michigan	US	1	0	0	Apr-10
64031	Alabama	US	33	1	0	Apr-10
64032	Georgia	US	111	7	0	Apr-10
64033	Minnesota	US	1	0	0	Apr-10
64034	Tennessee	US	3	0	0	Apr-10
64035	Arkansas	US	6	0	0	Apr-10
64036	Indiana	US	46	4	0	Apr-10
64037	Iowa	US	1	0	0	Apr-10
64038	Maryland	US	319	5	0	Apr-10
64039	Missouri	US	1	0	0	Apr-10
64040	Texas	US	1	0	0	Apr-10
64041	Missouri	US	4	0	0	Apr-10
64042	New Jersey	US	6411	163	0	Apr-10
64043	Colorado	US	1	0	0	Apr-10
64044	South Dakota	US	4	0	0	Apr-10
64045	California	US	50	0	0	Apr-10
64046	Nevada	US	16	0	0	Apr-10
64047	Mississippi	US	9	1	0	Apr-10
64048	Tennessee	US	4	0	0	Apr-10
64049	Texas	US	15	0	0	Apr-10
64050	New Jersey	US	293	7	0	Apr-10
64051	Pennsylvania	US	8	0	0	Apr-10
64052	Indiana	US	6	1	0	Apr-10
64053	Michigan	US	5	0	0	Apr-10
64054	Ohio	US	10	1	0	Apr-10
64055	South Dakota	US	2	0	0	Apr-10
64056	Texas	US	2	0	0	Apr-10
64057	Louisiana	US	121	5	0	Apr-10
64058	Louisiana	US	198	10	0	Apr-10
64059	Idaho	US	3	0	0	Apr-10
64060	California	US	79	3	0	Apr-10
