	Province/State	Country/Region	Confirmed	Deaths	Recovered	recorded_date
35680	Texas	US	1	0	0	Mar-30
35681	California	US	4	0	0	Mar-30
35682	Alaska	US	0	0	0	Mar-30
35683	Arizona	US	6	0	0	Mar-30
35684	Colorado	US	2	0	0	Mar-30
35685	Texas	US	0	0	0	Mar-30
35686	Texas	US	0	0	0	Mar-30
35687	South Dakota	US	0	0	0	Mar-30
35688	Alberta	Canada	661	3	0	Mar-30
35689	American Samoa	US	0	0	0	Mar-30
35690	Anhui	China	990	6	984	Mar-30
35691	Aruba	Netherlands	50	0	1	Mar-30
35692	Australian Capital Territory	Australia	78	1	2	Mar-30
35693	Beijing	China	577	8	415	Mar-30
35694	Bermuda	United Kingdom	27	0	2	Mar-30
35695	British Columbia	Canada	970	19	0	Mar-30
35696	British Virgin Islands	United Kingdom	2	0	0	Mar-30
35697	Cayman Islands	United Kingdom	12	1	0	Mar-30
35698	Anguilla	United Kingdom	2	0	0	Mar-30
35699	Channel Islands	United Kingdom	141	2	0	Mar-30
35700	Chongqing	China	579	6	570	Mar-30
35701	Curacao	Netherlands	11	1	2	Mar-30
35702	Diamond Princess	Canada	0	1	0	Mar-30
35703	Diamond Princess	US	49	0	0	Mar-30
35704	Faroe Islands	Denmark	168	0	70	Mar-30
35705	French Guiana	France	43	0	6	Mar-30
35706	French Polynesia	France	36	0	0	Mar-30
35707	Fujian	China	340	1	295	Mar-30
35708	Gansu	China	138	2	125	Mar-30
35709	Gibraltar	United Kingdom	69	0	34	Mar-30
35710	Grand Princess	Canada	13	0	0	Mar-30
35711	Grand Princess	US	103	3	0	Mar-30
35712	Greenland	Denmark	10	0	2	Mar-30
35713	Guadeloupe	France	106	4	17	Mar-30
35714	Guam	US	58	1	0	Mar-30
35715	Guangdong	China	1484	8	1351	Mar-30
35716	Guangxi	China	254	2	250	Mar-30
35717	Guizhou	China	146	2	144	Mar-30
35718	Hainan	China	168	6	168	Mar-30
35719	Hebei	China	321	6	310	Mar-30
35720	Heilongjiang	China	484	13	469	Mar-30
35721	Henan	China	1276	22	1251	Mar-30
35722	Hong Kong	China	682	4	123	Mar-30
35723	Hubei	China	67801	3186	62889	Mar-30
35724	Hunan	China	1018	4	1014	Mar-30
35725	Inner Mongolia	China	97	1	74	Mar-30
35726	Isle of Man	United Kingdom	49	0	0	Mar-30
35727	Jiangsu	China	645	0	631	Mar-30
35728	Jiangxi	China	937	1	935	Mar-30
35729	Jilin	China	98	1	92	Mar-30
35730	Liaoning	China	136	2	124	Mar-30
35731	Macau	China	38	0	10	Mar-30
35732	Manitoba	Canada	96	1	0	Mar-30
35733	Martinique	France	93	1	0	Mar-30
35734	Mayotte	France	82	0	10	Mar-30
35735	Montserrat	United Kingdom	5	0	0	Mar-30
35736	New Brunswick	Canada	68	0	0	Mar-30
35737	New Caledonia	France	15	0	0	Mar-30
35738	New South Wales	Australia	2032	8	4	Mar-30
35739	Newfoundland and Labrador	Canada	148	1	0	Mar-30
35740	Ningxia	China	75	0	75	Mar-30
35741	Northern Mariana Islands	US	0	0	0	Mar-30
35742	Northern Territory	Australia	15	0	0	Mar-30
35743	Northwest Territories	Canada	1	0	0	Mar-30
35744	Nova Scotia	Canada	127	0	0	Mar-30
35745	Ontario	Canada	1706	31	0	Mar-30
35746	Prince Edward Island	Canada	18	0	0	Mar-30
35747	Puerto Rico	US	174	6	0	Mar-30
35748	Qinghai	China	18	0	18	Mar-30
35749	Quebec	Canada	3430	22	0	Mar-30
35750	Queensland	Australia	689	2	8	Mar-30
35751	Recovered	Canada	0	0	466	Mar-30
35752	Recovered	US	0	0	5644	Mar-30
35753	Reunion	France	224	0	1	Mar-30
35754	Saint Barthelemy	France	6	0	1	Mar-30
35755	Saskatchewan	Canada	156	2	0	Mar-30
35756	Shaanxi	China	253	3	242	Mar-30
35757	Shandong	China	773	7	753	Mar-30
35758	Shanghai	China	498	5	338	Mar-30
35759	Shanxi	China	136	0	133	Mar-30
35760	Sichuan	China	550	3	536	Mar-30
35761	Sint Maarten	Netherlands	6	0	0	Mar-30
35762	South Australia	Australia	305	0	6	Mar-30
35763	St Martin	France	15	1	2	Mar-30
35764	Tasmania	Australia	66	0	5	Mar-30
35765	Tianjin	China	174	3	133	Mar-30
35766	Tibet	China	1	0	1	Mar-30
35767	Turks and Caicos Islands	United Kingdom	5	0	0	Mar-30
35768	Victoria	Australia	821	4	191	Mar-30
35769	Virgin Islands	US	0	0	0	Mar-30
35770	Western Australia	Australia	355	2	41	Mar-30
35771	Xinjiang	China	76	3	73	Mar-30
35772	Yukon	Canada	4	0	0	Mar-30
35773	Yunnan	China	180	2	172	Mar-30
35774	Zhejiang	China	1255	1	1225	Mar-30
35775		Afghanistan	170	4	2	Mar-30
35776		Albania	223	11	44	Mar-30
35777		Algeria	584	35	37	Mar-30
35778		Andorra	370	8	10	Mar-30
35779		Angola	7	2	0	Mar-30
35780		Antigua and Barbuda	7	0	0	Mar-30
35781		Argentina	820	23	228	Mar-30
35782		Armenia	482	3	30	Mar-30
35783		Austria	9618	108	636	Mar-30
35784		Azerbaijan	273	4	26	Mar-30
35785		Bahamas	14	0	1	Mar-30
35786		Bahrain	515	4	279	Mar-30
35787		Bangladesh	49	5	19	Mar-30
35788		Barbados	33	0	0	Mar-30
35789		Belarus	152	0	32	Mar-30
35790		Belgium	11899	513	1527	Mar-30
35791		Belize	3	0	0	Mar-30
35792		Benin	6	0	0	Mar-30
35793		Bhutan	4	0	0	Mar-30
35794		Bolivia	97	4	0	Mar-30
35795		Bosnia and Herzegovina	368	10	17	Mar-30
35796		Botswana	3	0	0	Mar-30
35797		Brazil	4579	159	120	Mar-30
35798		Brunei	127	1	38	Mar-30
35799		Bulgaria	359	8	17	Mar-30
35800		Burkina Faso	246	12	31	Mar-30
35801		Burma	14	0	0	Mar-30
35802		Cabo Verde	6	1	0	Mar-30
35803		Cambodia	107	0	21	Mar-30
35804		Cameroon	139	6	5	Mar-30
35805		Central African Republic	3	0	0	Mar-30
35806		Chad	5	0	0	Mar-30
35807		Chile	2449	8	156	Mar-30
35808		Colombia	798	12	15	Mar-30
35809		Congo (Brazzaville)	19	0	0	Mar-30
35810		Congo (Kinshasa)	81	8	2	Mar-30
35811		Costa Rica	330	2	4	Mar-30
35812		Cote d'Ivoire	168	1	6	Mar-30
35813		Croatia	790	6	67	Mar-30
35814		Cuba	170	4	4	Mar-30
35815		Cyprus	230	7	22	Mar-30
35816		Czechia	3001	23	25	Mar-30
35817		Denmark	2577	77	1	Mar-30
35818		Diamond Princess	712	10	603	Mar-30
35819		Djibouti	18	0	0	Mar-30
35820		Dominica	11	0	0	Mar-30
35821		Dominican Republic	901	42	4	Mar-30
35822		Ecuador	1962	60	3	Mar-30
35823		Egypt	656	41	150	Mar-30
35824		El Salvador	30	0	0	Mar-30
35825		Equatorial Guinea	12	0	0	Mar-30
35826		Eritrea	12	0	0	Mar-30
35827		Estonia	715	3	20	Mar-30
35828		Eswatini	9	0	0	Mar-30
35829		Ethiopia	23	0	4	Mar-30
35830		Fiji	5	0	0	Mar-30
35831		Finland	1352	13	10	Mar-30
35832		France	44550	3024	7927	Mar-30
35833		Gabon	7	1	0	Mar-30
35834		Gambia	4	1	0	Mar-30
35835		Georgia	103	0	20	Mar-30
35836		Germany	66885	645	13500	Mar-30
35837		Ghana	152	5	2	Mar-30
35838		Greece	1212	43	52	Mar-30
35839		Grenada	9	0	0	Mar-30
35840		Guatemala	36	1	10	Mar-30
35841		Guinea	22	0	0	Mar-30
35842		Guinea-Bissau	8	0	0	Mar-30
35843		Guyana	8	1	0	Mar-30
35844		Haiti	15	0	1	Mar-30
35845		Holy See	6	0	0	Mar-30
35846		Honduras	139	7	3	Mar-30
35847		Hungary	447	15	34	Mar-30
35848		Iceland	1086	2	157	Mar-30
35849		India	1251	32	102	Mar-30
35850		Indonesia	1414	122	75	Mar-30
35851		Iran	41495	2757	13911	Mar-30
35852		Iraq	630	46	152	Mar-30
35853		Ireland	2910	54	5	Mar-30
35854		Israel	4695	16	161	Mar-30
35855		Italy	101739	11591	14620	Mar-30
35856		Jamaica	36	1	2	Mar-30
35857		Japan	1866	54	424	Mar-30
35858		Jordan	268	5	26	Mar-30
35859		Kazakhstan	302	1	21	Mar-30
35860		Kenya	50	1	1	Mar-30
35861		Korea, South	9661	158	5228	Mar-30
35862		Kosovo	94	1	1	Mar-30
35863		Kuwait	266	0	72	Mar-30
35864		Kyrgyzstan	94	0	3	Mar-30
35865		Laos	8	0	0	Mar-30
35866		Latvia	376	0	1	Mar-30
35867		Lebanon	446	11	35	Mar-30
35868		Liberia	3	0	0	Mar-30
35869		Libya	8	0	0	Mar-30
35870		Liechtenstein	62	0	0	Mar-30
35871		Lithuania	491	7	7	Mar-30
35872		Luxembourg	1988	22	40	Mar-30
35873		MS Zaandam	2	0	0	Mar-30
35874		Madagascar	43	0	0	Mar-30
35875		Malaysia	2626	37	479	Mar-30
35876		Maldives	17	0	13	Mar-30
35877		Mali	25	2	0	Mar-30
35878		Malta	156	0	2	Mar-30
35879		Mauritania	5	1	2	Mar-30
35880		Mauritius	128	3	0	Mar-30
35881		Mexico	993	20	35	Mar-30
35882		Moldova	298	2	15	Mar-30
35883		Monaco	49	1	1	Mar-30
35884		Mongolia	12	0	2	Mar-30
35885		Montenegro	91	1	0	Mar-30
35886		Morocco	556	33	15	Mar-30
35887		Mozambique	8	0	0	Mar-30
35888		Namibia	11	0	2	Mar-30
35889		Nepal	5	0	1	Mar-30
35890		Netherlands	11750	864	250	Mar-30
35891		New Zealand	589	1	63	Mar-30
35892		Nicaragua	4	1	0	Mar-30
35893		Niger	27	3	0	Mar-30
35894		Nigeria	131	2	8	Mar-30
35895		North Macedonia	285	7	12	Mar-30
35896		Norway	4445	32	12	Mar-30
35897		Oman	179	0	29	Mar-30
35898		Pakistan	1717	21	76	Mar-30
35899		Panama	989	24	4	Mar-30
35900		Papua New Guinea	1	0	0	Mar-30
35901		Paraguay	64	3	1	Mar-30
35902		Peru	950	24	53	Mar-30
35903		Philippines	1546	78	42	Mar-30
35904		Poland	2055	31	7	Mar-30
35905		Portugal	6408	140	43	Mar-30
35906		Qatar	693	1	51	Mar-30
35907		Romania	2109	65	209	Mar-30
35908		Russia	1836	9	66	Mar-30
35909		Rwanda	70	0	0	Mar-30
35910		Saint Kitts and Nevis	7	0	0	Mar-30
35911		Saint Lucia	9	0	1	Mar-30
35912		Saint Vincent and the Grenadines	1	0	1	Mar-30
35913		San Marino	230	25	13	Mar-30
35914		Saudi Arabia	1453	8	115	Mar-30
35915		Senegal	162	0	27	Mar-30
35916		Serbia	785	16	0	Mar-30
35917		Seychelles	8	0	0	Mar-30
35918		Singapore	879	3	228	Mar-30
35919		Slovakia	336	0	7	Mar-30
35920		Slovenia	756	11	10	Mar-30
35921		Somalia	3	0	0	Mar-30
35922		South Africa	1326	3	31	Mar-30
35923		Spain	87956	7716	16780	Mar-30
35924		Sri Lanka	122	2	15	Mar-30
35925		Sudan	6	2	0	Mar-30
35926		Suriname	8	0	0	Mar-30
35927		Sweden	4028	146	16	Mar-30
35928		Switzerland	15922	359	1823	Mar-30
35929		Syria	10	2	0	Mar-30
35930		Taiwan*	306	5	39	Mar-30
35931		Tanzania	19	0	1	Mar-30
35932		Thailand	1524	9	229	Mar-30
35933		Timor-Leste	1	0	0	Mar-30
35934		Togo	30	1	1	Mar-30
35935		Trinidad and Tobago	82	3	1	Mar-30
35936		Tunisia	312	8	3	Mar-30
35937		Turkey	10827	168	162	Mar-30
35938		Uganda	33	0	0	Mar-30
35939		Ukraine	548	13	8	Mar-30
35940		United Arab Emirates	611	5	61	Mar-30
35941		United Kingdom	22141	1408	135	Mar-30
35942		Uruguay	310	1	0	Mar-30
35943		Uzbekistan	149	2	7	Mar-30
35944		Venezuela	135	3	39	Mar-30
35945		Vietnam	203	0	55	Mar-30
35946		West Bank and Gaza	116	1	18	Mar-30
35947		Zambia	35	0	0	Mar-30
35948		Zimbabwe	7	1	0	Mar-30
35949	South Carolina	US	4	0	0	Mar-31
35950	Louisiana	US	39	1	0	Mar-31
35951	Virginia	US	7	0	0	Mar-31
35952	Idaho	US	195	3	0	Mar-31
35953	Iowa	US	1	0	0	Mar-31
35954	Missouri	US	2	0	0	Mar-31
35955	Oklahoma	US	4	0	0	Mar-31
35956	Colorado	US	181	2	0	Mar-31
35957	Illinois	US	2	0	0	Mar-31
35958	Indiana	US	1	0	0	Mar-31
35959	Mississippi	US	10	0	0	Mar-31
35960	Nebraska	US	3	0	0	Mar-31
35961	Pennsylvania	US	9	0	0	Mar-31
35962	Washington	US	13	0	0	Mar-31
35963	Vermont	US	23	0	0	Mar-31
35964	South Carolina	US	13	1	0	Mar-31
35965	Florida	US	87	0	0	Mar-31
35966	North Carolina	US	7	0	0	Mar-31
35967	California	US	313	7	0	Mar-31
35968	Colorado	US	1	0	0	Mar-31
35969	New York	US	226	1	0	Mar-31
35970	Wyoming	US	1	0	0	Mar-31
35971	Virginia	US	21	0	0	Mar-31
35972	Mississippi	US	3	0	0	Mar-31
35973	North Carolina	US	2	0	0	Mar-31
35974	Virginia	US	30	0	0	Mar-31
35975	Iowa	US	7	1	0	Mar-31
35976	Michigan	US	3	0	0	Mar-31
35977	New York	US	9	1	0	Mar-31
35978	North Carolina	US	2	0	0	Mar-31
35979	Virginia	US	1	0	0	Mar-31
35980	Pennsylvania	US	325	2	0	Mar-31
35981	Indiana	US	30	1	0	Mar-31
35982	Kentucky	US	2	0	0	Mar-31
35983	Louisiana	US	15	0	0	Mar-31
35984	Ohio	US	5	0	0	Mar-31
35985	California	US	2	0	0	Mar-31
35986	Virginia	US	2	0	0	Mar-31
35987	Virginia	US	3	0	0	Mar-31
35988	Mississippi	US	4	1	0	Mar-31
35989	Alaska	US	61	1	0	Mar-31
35990	Kentucky	US	2	1	0	Mar-31
35991	South Carolina	US	39	1	0	Mar-31
35992	Tennessee	US	10	0	0	Mar-31
35993	Texas	US	1	0	0	Mar-31
35994	Texas	US	0	0	0	Mar-31
35995	Maine	US	11	0	0	Mar-31
35996	Texas	US	5	0	0	Mar-31
35997	Maryland	US	127	1	0	Mar-31
35998	Minnesota	US	23	0	0	Mar-31
35999	North Carolina	US	1	0	0	Mar-31
36000	Nebraska	US	1	0	0	Mar-31
36001	Michigan	US	3	0	0	Mar-31
36002	Arizona	US	16	0	0	Mar-31
36003	Iowa	US	1	0	0	Mar-31
36004	Georgia	US	2	0	0	Mar-31
36005	Texas	US	0	0	0	Mar-31
36006	Colorado	US	333	6	0	Mar-31
36007	Colorado	US	1	0	0	Mar-31
36008	Michigan	US	1	0	0	Mar-31
36009	Arkansas	US	1	0	0	Mar-31
36010	Virginia	US	104	2	0	Mar-31
36011	Pennsylvania	US	5	0	0	Mar-31
36012	Louisiana	US	161	6	0	Mar-31
36013	Ohio	US	2	0	0	Mar-31
36014	Wisconsin	US	1	0	0	Mar-31
36015	Arkansas	US	1	0	0	Mar-31
36016	Ohio	US	6	0	0	Mar-31
36017	Louisiana	US	20	0	0	Mar-31
36018	Texas	US	2	0	0	Mar-31
36019	Kansas	US	1	0	0	Mar-31
36020	Missouri	US	1	0	0	Mar-31
36021	Ohio	US	3	1	0	Mar-31
36022	New Jersey	US	31	0	0	Mar-31
36023	Mississippi	US	10	0	0	Mar-31
36024	Iowa	US	1	0	0	Mar-31
36025	Ohio	US	2	0	0	Mar-31
36026	South Dakota	US	1	0	0	Mar-31
36027	Texas	US	2	0	0	Mar-31
36028	Alabama	US	7	0	0	Mar-31
36029	Louisiana	US	19	0	0	Mar-31
36030	Colorado	US	3	0	0	Mar-31
36031	Georgia	US	2	0	0	Mar-31
36032	Florida	US	9	0	0	Mar-31
36033	Georgia	US	4	1	0	Mar-31
36034	Alabama	US	19	1	0	Mar-31
36035	Georgia	US	4	1	0	Mar-31
36036	Maryland	US	227	1	0	Mar-31
36037	Maryland	US	187	2	0	Mar-31
36038	South Carolina	US	2	0	0	Mar-31
36039	Georgia	US	3	0	0	Mar-31
36040	Idaho	US	4	0	0	Mar-31
36041	North Dakota	US	2	0	0	Mar-31
36042	Massachusetts	US	191	2	0	Mar-31
36043	South Carolina	US	1	0	0	Mar-31
36044	Kentucky	US	1	0	0	Mar-31
36045	Georgia	US	18	2	0	Mar-31
36046	Michigan	US	2	0	0	Mar-31
36047	Missouri	US	1	0	0	Mar-31
36048	Indiana	US	13	0	0	Mar-31
36049	Kansas	US	1	0	0	Mar-31
36050	Georgia	US	131	2	0	Mar-31
36051	Texas	US	6	0	0	Mar-31
36052	Missouri	US	1	0	0	Mar-31
36053	Arkansas	US	1	0	0	Mar-31
36054	Florida	US	8	0	0	Mar-31
36055	Michigan	US	9	0	0	Mar-31
36056	Wisconsin	US	2	0	0	Mar-31
36057	South Dakota	US	20	0	0	Mar-31
36058	North Carolina	US	5	0	0	Mar-31
36059	South Carolina	US	91	1	0	Mar-31
36060	Louisiana	US	5	0	0	Mar-31
36061	Pennsylvania	US	52	1	0	Mar-31
36062	Oklahoma	US	1	0	0	Mar-31
36063	Pennsylvania	US	2	0	0	Mar-31
36064	Tennessee	US	2	0	0	Mar-31
36065	Virginia	US	2	0	0	Mar-31
36066	New Hampshire	US	12	0	0	Mar-31
36067	Texas	US	44	1	0	Mar-31
36068	Ohio	US	9	0	0	Mar-31
36069	Minnesota	US	4	0	0	Mar-31
36070	Georgia	US	3	0	0	Mar-31
36071	Vermont	US	18	0	0	Mar-31
36072	Arkansas	US	38	0	0	Mar-31
36073	Iowa	US	7	0	0	Mar-31
36074	Minnesota	US	1	0	0	Mar-31
36075	Mississippi	US	4	0	0	Mar-31
36076	Missouri	US	2	0	0	Mar-31
36077	Oregon	US	12	1	0	Mar-31
36078	Tennessee	US	4	0	0	Mar-31
36079	Washington	US	89	6	0	Mar-31
36080	New Jersey	US	2909	4	0	Mar-31
36081	South Carolina	US	15	0	0	Mar-31
36082	West Virginia	US	16	0	0	Mar-31
36083	Pennsylvania	US	110	0	0	Mar-31
36084	Massachusetts	US	171	4	0	Mar-31
36085	New Mexico	US	129	3	0	Mar-31
36086	Georgia	US	1	0	0	Mar-31
36087	Michigan	US	35	1	0	Mar-31
36088	North Carolina	US	6	0	0	Mar-31
36089	Texas	US	168	6	0	Mar-31
36090	Alabama	US	3	0	0	Mar-31
36091	Georgia	US	20	0	0	Mar-31
36092	Louisiana	US	6	1	0	Mar-31
36093	Minnesota	US	1	0	0	Mar-31
36094	Idaho	US	2	0	0	Mar-31
36095	Iowa	US	7	0	0	Mar-31
36096	Idaho	US	192	2	0	Mar-31
36097	Pennsylvania	US	4	0	0	Mar-31
36098	Texas	US	1	0	0	Mar-31
36099	Georgia	US	1	0	0	Mar-31
36100	Tennessee	US	2	0	0	Mar-31
36101	Alabama	US	5	0	0	Mar-31
36102	Tennessee	US	25	0	0	Mar-31
36103	Minnesota	US	9	0	0	Mar-31
36104	Mississippi	US	22	1	0	Mar-31
36105	Missouri	US	1	0	0	Mar-31
36106	South Dakota	US	1	0	0	Mar-31
36107	Illinois	US	2	0	0	Mar-31
36108	Idaho	US	1	0	0	Mar-31
36109	Idaho	US	2	0	0	Mar-31
36110	Arkansas	US	1	0	0	Mar-31
36111	Indiana	US	22	0	0	Mar-31
36112	Iowa	US	1	0	0	Mar-31
36113	Kentucky	US	8	0	0	Mar-31
36114	Missouri	US	64	1	0	Mar-31
36115	Louisiana	US	63	1	0	Mar-31
36116	Virginia	US	5	0	0	Mar-31
36117	Colorado	US	107	2	0	Mar-31
36118	Kansas	US	3	0	0	Mar-31
36119	Kentucky	US	2	1	0	Mar-31
36120	Texas	US	9	1	0	Mar-31
36121	Utah	US	7	0	0	Mar-31
36122	Kentucky	US	4	0	0	Mar-31
36123	Kentucky	US	4	0	0	Mar-31
36124	Kentucky	US	1	0	0	Mar-31
36125	Florida	US	2	0	0	Mar-31
36126	Pennsylvania	US	7	0	0	Mar-31
36127	Arkansas	US	4	0	0	Mar-31
36128	Tennessee	US	10	0	0	Mar-31
36129	Michigan	US	2	0	0	Mar-31
36130	Texas	US	95	1	0	Mar-31
36131	Texas	US	53	2	0	Mar-31
36132	Kentucky	US	2	0	0	Mar-31
36133	Kentucky	US	2	0	0	Mar-31
36134	Florida	US	37	0	0	Mar-31
36135	Massachusetts	US	306	2	0	Mar-31
36136	Rhode Island	US	14	0	0	Mar-31
36137	Virginia	US	1	0	0	Mar-31
36138	Montana	US	3	0	0	Mar-31
36139	South Dakota	US	1	0	0	Mar-31
36140	Georgia	US	2	0	0	Mar-31
36141	New York	US	38	3	0	Mar-31
36142	Colorado	US	20	1	0	Mar-31
36143	Florida	US	1219	12	0	Mar-31
36144	Indiana	US	3	0	0	Mar-31
36145	Minnesota	US	2	0	0	Mar-31
36146	Ohio	US	2	1	0	Mar-31
36147	South Dakota	US	3	0	0	Mar-31
36148	Texas	US	3	0	0	Mar-31
36149	Wisconsin	US	9	0	0	Mar-31
36150	North Carolina	US	16	0	0	Mar-31
36151	Virginia	US	1	0	0	Mar-31
36152	Georgia	US	7	0	0	Mar-31
36153	Oklahoma	US	1	0	0	Mar-31
36154	Iowa	US	2	0	0	Mar-31
36155	Missouri	US	5	0	0	Mar-31
36156	Virginia	US	2	0	0	Mar-31
36157	Pennsylvania	US	288	3	0	Mar-31
36158	Nebraska	US	6	0	0	Mar-31
36159	Wisconsin	US	1	0	0	Mar-31
36160	Kentucky	US	6	0	0	Mar-31
36161	Georgia	US	2	0	0	Mar-31
36162	Alabama	US	3	0	0	Mar-31
36163	North Carolina	US	22	1	0	Mar-31
36164	Illinois	US	1	0	0	Mar-31
36165	Georgia	US	8	0	0	Mar-31
36166	North Carolina	US	6	0	0	Mar-31
36167	North Dakota	US	29	0	0	Mar-31
36168	Texas	US	1	0	0	Mar-31
36169	New Jersey	US	202	0	0	Mar-31
36170	Texas	US	3	0	0	Mar-31
36171	Alabama	US	1	0	0	Mar-31
36172	Iowa	US	1	0	0	Mar-31
36173	Kansas	US	3	0	0	Mar-31
36174	Kentucky	US	1	0	0	Mar-31
36175	Ohio	US	36	0	0	Mar-31
36176	Pennsylvania	US	60	2	0	Mar-31
36177	California	US	8	0	0	Mar-31
36178	South Dakota	US	0	0	0	Mar-31
36179	Georgia	US	6	0	0	Mar-31
36180	North Carolina	US	47	1	0	Mar-31
36181	West Virginia	US	1	0	0	Mar-31
36182	Utah	US	7	0	0	Mar-31
36183	Louisiana	US	242	7	0	Mar-31
36184	Oklahoma	US	1	0	0	Mar-31
36185	California	US	3	0	0	Mar-31
36186	Louisiana	US	65	1	0	Mar-31
36187	North Carolina	US	3	0	0	Mar-31
36188	Texas	US	1	0	0	Mar-31
36189	Vermont	US	2	0	0	Mar-31
36190	Alabama	US	9	0	0	Mar-31
36191	Florida	US	1	0	0	Mar-31
36192	Georgia	US	9	0	0	Mar-31
36193	Michigan	US	17	0	0	Mar-31
36194	Mississippi	US	3	0	0	Mar-31
36195	South Carolina	US	3	1	0	Mar-31
36196	Texas	US	7	0	0	Mar-31
36197	Missouri	US	14	0	0	Mar-31
36198	Kentucky	US	3	0	0	Mar-31
36199	Wisconsin	US	1	0	0	Mar-31
36200	Maryland	US	15	0	0	Mar-31
36201	Idaho	US	1	0	0	Mar-31
36202	Pennsylvania	US	2	0	0	Mar-31
36203	Georgia	US	4	0	0	Mar-31
36204	Missouri	US	12	1	0	Mar-31
36205	New Jersey	US	228	3	0	Mar-31
36206	Pennsylvania	US	1	0	0	Mar-31
36207	Texas	US	26	0	0	Mar-31
36208	Kentucky	US	8	0	0	Mar-31
36209	Tennessee	US	4	0	0	Mar-31
36210	Virginia	US	1	0	0	Mar-31
36211	Wyoming	US	2	0	0	Mar-31
36212	Oklahoma	US	19	1	0	Mar-31
36213	Georgia	US	1	0	0	Mar-31
36214	Tennessee	US	3	0	0	Mar-31
36215	Idaho	US	48	1	0	Mar-31
36216	Missouri	US	15	0	0	Mar-31
36217	New Jersey	US	12	0	0	Mar-31
36218	Pennsylvania	US	17	1	0	Mar-31
36219	Wyoming	US	3	0	0	Mar-31
36220	Minnesota	US	1	0	0	Mar-31
36221	Maryland	US	4	0	0	Mar-31
36222	Georgia	US	123	1	0	Mar-31
36223	Illinois	US	2	0	0	Mar-31
36224	Indiana	US	2	0	0	Mar-31
36225	Iowa	US	1	0	0	Mar-31
36226	Kentucky	US	2	0	0	Mar-31
36227	Maryland	US	92	2	0	Mar-31
36228	Mississippi	US	1	0	0	Mar-31
36229	New Hampshire	US	12	0	0	Mar-31
36230	Ohio	US	5	0	0	Mar-31
36231	Tennessee	US	5	0	0	Mar-31
36232	Virginia	US	1	0	0	Mar-31
36233	Nevada	US	5	0	0	Mar-31
36234	Missouri	US	4	0	0	Mar-31
36235	Oklahoma	US	1	0	0	Mar-31
36236	Tennessee	US	1	0	0	Mar-31
36237	North Carolina	US	12	1	0	Mar-31
36238	Minnesota	US	10	0	0	Mar-31
36239	Montana	US	9	0	0	Mar-31
36240	Indiana	US	1	0	0	Mar-31
36241	Michigan	US	4	1	0	Mar-31
36242	Minnesota	US	1	0	0	Mar-31
36243	Missouri	US	14	0	0	Mar-31
36244	Nebraska	US	2	0	0	Mar-31
36245	North Dakota	US	32	1	0	Mar-31
36246	Texas	US	2	0	0	Mar-31
36247	Idaho	US	1	0	0	Mar-31
36248	Texas	US	8	0	0	Mar-31
36249	North Carolina	US	1	0	0	Mar-31
36250	Louisiana	US	3	1	0	Mar-31
36251	North Carolina	US	14	0	0	Mar-31
36252	Georgia	US	3	0	0	Mar-31
36253	New York	US	6	0	0	Mar-31
36254	New York	US	4	0	0	Mar-31
36255	Maryland	US	14	0	0	Mar-31
36256	Iowa	US	9	0	0	Mar-31
36257	Missouri	US	5	0	0	Mar-31
36258	Pennsylvania	US	26	0	0	Mar-31
36259	Iowa	US	7	0	0	Mar-31
36260	Colorado	US	17	1	0	Mar-31
36261	Alabama	US	36	4	0	Mar-31
36262	Texas	US	8	0	0	Mar-31
36263	Illinois	US	26	0	0	Mar-31
36264	Ohio	US	3	0	0	Mar-31
36265	Missouri	US	4	0	0	Mar-31
36266	Maryland	US	40	1	0	Mar-31
36267	Virginia	US	1	0	0	Mar-31
36268	South Dakota	US	1	0	0	Mar-31
36269	South Carolina	US	142	1	0	Mar-31
36270	Michigan	US	4	0	0	Mar-31
36271	Florida	US	24	0	0	Mar-31
36272	Virginia	US	14	0	0	Mar-31
36273	Georgia	US	1	0	0	Mar-31
36274	Georgia	US	26	2	0	Mar-31
36275	North Carolina	US	16	0	0	Mar-31
36276	Georgia	US	1	0	0	Mar-31
36277	Georgia	US	3	0	0	Mar-31
36278	Kansas	US	1	0	0	Mar-31
36279	New York	US	7	0	0	Mar-31
36280	New Mexico	US	10	0	0	Mar-31
36281	Tennessee	US	10	0	0	Mar-31
36282	Michigan	US	1	0	0	Mar-31
36283	Washington	US	16	2	0	Mar-31
36284	New York	US	20	0	0	Mar-31
36285	New York	US	19	0	0	Mar-31
36286	Alabama	US	2	0	0	Mar-31
36287	Georgia	US	76	2	0	Mar-31
36288	Kansas	US	3	0	0	Mar-31
36289	North Carolina	US	7	1	0	Mar-31
36290	Oklahoma	US	4	0	0	Mar-31
36291	Texas	US	2	0	0	Mar-31
36292	Virginia	US	23	0	0	Mar-31
36293	New Hampshire	US	4	0	0	Mar-31
36294	Pennsylvania	US	159	1	0	Mar-31
36295	South Carolina	US	2	0	0	Mar-31
36296	Tennessee	US	3	0	0	Mar-31
36297	South Carolina	US	6	0	0	Mar-31
36298	Virginia	US	43	0	0	Mar-31
36299	Mississippi	US	13	0	0	Mar-31
36300	Arkansas	US	1	0	0	Mar-31
36301	Alabama	US	11	0	0	Mar-31
36302	Michigan	US	1	0	0	Mar-31
